,Course id,English title,Danish title,Point( ECTS ),Course type,Location,Recommended prerequisites,Responsible,Department,Link
66,02211,Advanced Computer Architecture,Videregående computerarkitektur,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"02155,  , Basic computer architectureknowledge",Martin Schöberl,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02211
67,02217,Design of Arithmetic Processors,Design af aritmetiske processorer,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,,Alberto Nannarelli,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02217
68,02221,Foundations of Distributed Systems,Grundlæggende distribuerede systemer,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Autonomous Systems_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"02158, ",Nicola Dragoni,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02221
69,02223,Model-Based Systems Engineering,Modelbaseret Systems Engineering,"7,5","MSc_Offered as a single course_General competence course, MSc. Eng., Autonomous Systems_General competence course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Autonomous Systems_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,", Students are expected to be familiar with an imperativeprogramming language (02161) and basics of computer architectures(02132 or 02151).",Jan Madsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02223
70,02224,Modelling and Analysis of Real-Time Systems,Modellering og analyse af tidstro systemer,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"02158,  , Knowledge of general concurrentprogramming principles: Processes / threads, synchronization,communication. Knowledge of computer science modelling in generaland models of concurrency in particular. Knowledge of temporallogic. Knowledge of basic probabilitytheory.",Hans Henrik Løvengreen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02224
71,02229,Systems Optimization,Systemoptimering,"7,5","MSc_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"02101,02161,02160,02105, ((,.­,)/,).­, , Solid working knowledge of an   imperative programming language. Knowledge of algorithms and   data structures. Basic software engineering   skills.",Paul Pop,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02229
72,02232,Applied Cryptography,Anvendt Kryptografi,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing",Campus Lyngby,"02239,01410,  /, , The course requires basicunderstanding of computer security and/or cryptology, but ispossible to follow at the same time as02239.",Christian Majenz,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02232
73,02233,Network Security,Netværkssikkerhed,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Communication Technologies and System Design",Campus Lyngby,"02239,  , It is assumed that participants knowa variety of commonly-used protocols for communication in datanetworks, and how they work.",Emmanouil Vasilomanolakis,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02233
74,02234,Current Topics in System Security,Aktuelle emner i systemsikkerhed,5,"MSc_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"02232,02233, /, , The course is an advanced course   that requires a basic understanding of computer and network   security.",Nicola Dragoni,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02234
75,02238,Biometric Systems,Biometriske systemer,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02239,02502, ., , The course assumes basic   knowledge of computer security and students may also benefit   from a basic understanding of image   analysis.",Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02238
76,02239,Data Security,Datasikkerhed,"7,5","MSc_Offered as a single course_General competence course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Business Analytics_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,", Introductory courses in programming, software engineering andsystem architecture (e.g. corresponding to 02101, 02161 and02159)",Christian D. Jensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02239
77,02242,Program Analysis,Programanalyse,"7,5","MSc_Offered as a single course_General competence course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"02141,  , The students are expected to befamiliar with regular and context-free languages as well assemantics; this background can be obtained in the course 02141. Thestudents must be fluent in at least one programming language and beable to use relevant data structures.",Flemming Nielson,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02242
78,02244,Logic for Security,Logik for sikkerhed,"7,5","MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,", General knowledge on programming languages (syntax andsemantics).",Sebastian Alexander Mödersheim,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02244
79,02245,Program Verification,Programverifikation,"7,5","MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"02156,02141, ., , Familiarity with first-order   logic and (operational) program semantics is expected; the   necessary background can be obtained in the courses 02156 and   02141. Students must be fluent in at least one object-oriented   or functional programming language.",Christoph Matheja,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02245
80,02246,Model Checking,Model tjek,"7,5","MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing",Campus Lyngby,"02141,  , The students are expected to befamiliar with finite automata and/or transition systems; thisbackground can be obtained in the course 02141. The students areexpected to have a basic knowledge about probability theory. Thestudents must be able to write programs in a programminglanguage.",Alberto Lluch Lafuente,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02246
81,02247,Compiler Construction,Oversætterkonstruktion,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"02141,  , The students are expected to befamiliar with finite automata and context-free grammars. Thisbackground can be obtained in the course 02141. The students mustbe fluent in at least one programminglanguage.",Alceste Scalas,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02247
82,02249,Computationally Hard Problems,Beregningsmæssigt hårde problemer,"7,5","MSc_General competence course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing",Campus Lyngby,"02110,02141,02402,02405, .,.,/, , Knowledge of algorithms and   basics of formal languages and statistics/probability   theory.",Carsten Witt,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02249
83,02255,Modern Cryptology,Moderne kryptologi,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing",Campus Lyngby,"01410,02101,02102,02105, .(,/,).   , , Basic knowledge in cryptology   (Cryptology I from DTU): a good understanding of basic security   goals and cryptographic building blocks, such as block ciphers,   and hash functions; symmetric and asymmetric (RSA, DLP)   encryption and modes of operation; Basic knowledge of algorithms   and their complexities, as well as data structures and basic   probability theory.",Jens Tyge Tiessen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02255
84,02256,Automated Reasoning,Automatiseret Ræsonnering,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"02156,02157,02180, .,., , Proof systems for first-order   logic, functional programming, basic algorithms in artificial   intelligence. Mathematical maturity. Logic programming is an   advantage.",Jørgen Villadsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02256
85,02257,Applied Functional Programming,Anvendt Funktionsprogrammering,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"01019,02157,02141, .,., , Discrete mathematics, functional   programming and basic knowledge of regular and context-free   languages as well as semantics.",Michael Reichhardt Hansen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02257
86,02258,Parallel Computer Systems,Parallelle computersystemer,5,"MSc_Technological specialization course, MSc. Eng., Computer Science and Engineering",Campus Lyngby,"02132,02158,02159, .(,/,) , Students are assumed to have   taken computer organization and operating system courses. In   addition, students are assumed to be able to write programs in   C. Finally, students are assumed to be able to use threads and   understand how threads could be mapped to   processors.",Sven Erik Karlsson,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02258
