,Kursus id,Engelsk titel,Dansk titel,Point( ECTS ),Kursustype,Undervisningens placering,Anbefalede forudsætninger,Kursusansvarlig,Institut,Link
50,02158,Concurrent Programming,Parallelprogrammering,5,"Bachelor_Kurset udbydes som enkeltfag_Teknologisk linjefag, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi",Campus Lyngby,"02101,02102,01017,02105,02131,02132,02135,02141, (,/,).­,.­,.­(,/,/,).­, , Beherskelse af sekventiel,   objektorienteret programmering, fx. i Java. Kendskab til   datalogisk modellering samt anvendelse af prædikatlogik. Brug af   basale datastrukturer. Basalt kendskab til opbygning af   computersystemer.",Hans Henrik Løvengreen,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02158
51,02159,Operating Systems,Operativsystemer,5,"Bachelor_Kurset udbydes som enkeltfag_Teknologisk linjefag, Softwareteknologi",Campus Lyngby,"02101,02102,02105,02132, (,/,).­,.­, , Erfaring med sekventiel   programmering; grundlæggende kendskab til edb-system   organisation erfaring med C   programmeringssprog.",Xenofon Fafoutis,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02159
52,02160,Agile Object-oriented Software Development,Agil objektorienteret softwareudvikling,10,"Bachelor_Kurset udbydes som enkeltfag_Teknologisk linjefag, General Engineering",Campus Lyngby,"02631,  , Erfaring med proceduralprogramming",Andrea Burattin,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02160
53,02161,Software Engineering 1,Software Engineering 1,5,"Bachelor_Kurset udbydes som enkeltfag_Teknologisk linjefag, Cyberteknologi_Teknologisk linjefag, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik",Campus Lyngby,"02101,  , Basale Java programmeringsevner",Hubert Baumeister,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02161
54,02162,Software Engineering 2,Software Engineering 2,10,"Kandidat_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,"02105,02161, ., , Kurser ""Algoritmer og   datastrukturer 1"" (02105) og Software Engineering 1 (02161)   eller kurser med ækvivalent indhold anbefales som forudsætning   til dette kusus.",Ekkart Kindler,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02162
55,02170,Database Systems,Databasesystemer,5,"Bachelor_Kandidat_Kurset udbydes som enkeltfag_Teknologisk linjefag, Data Science og Management_Teknologisk specialisering, kandidatuddannelsen Kvantitativ Biologi og Sygdomsmodellering",Campus Lyngby,"01017,01917,02105,02110, /, .   , .   , , eller ækvivalent kundskaber om:   (1) diskret matematik: mængdelære og logiske operatorer, (2)   programmering, algoritmer og datastrukturer (på niveau med   02105) og (3) balancerede træer (som undervist i   02110).",Anne Elisabeth Haxthausen,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02170
56,02180,Introduction to Artificial Intelligence,Introduktion til kunstig intelligens,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Autonome systemer_Teknologisk specialisering, kandidatuddannelsen,Bygningsdesign_Teknologisk specialisering, kandidatuddannelsen,Menneskeorienteret Kunstig Intelligens_Tilvalgskurser, Diplomingeniørretning, It og økonomi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Lyngby,"02101,02102,02312,02105,01017,01019, (,/,/,).­(,).­(,/,) , eller ækvivalente kurser. Du   skal have erfaring med algoritmer og datastrukturer,   programmering, udsagnslogik og rekursive procedurer. Kurset   kræver erfaring med implementation af ikke-trivielle algoritmer   i et standard programmeringssprog som fx Java eller Python.   Kurset kan tages af bachelorstuderende som opfylder de   anbefalede forudsætninger.",Nina Gierasimczuk,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02180
57,02182,Symbolic Artificial Intelligence,Symbolsk kunstig intelligens,5,Bachelor_Bachelor i Kunstig Intelligens og Data,Campus Lyngby,"01017,02105,02450,02464,02465, .,.,.,.,. , or equivalent courses. Du skal haveerfaring med algoritmer og datastrukturer, programmering,udsagnslogik og rekursive procedurer. Kurset kræver erfaring medimplementation af ikke-trivielle algoritmer i et standardprogrammeringssprog som fx Java ellerPython.",Thomas Bolander,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02182
58,02191,Computer Security Forensics,Computersikkerhedsundersøgelser,5,Kandidat,Campus Lyngby,"02239,02233,  /",Weizhi Meng,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02191
59,02192,Computer Security Incident Response,Computersikkerhedshændelseshåndtering,5,"Kandidat_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,"02239,02233,  /, , Kurset er et videregående kursus derfoudsætter kendskab til computer- og netværkssikkerhed. Kurset kantages sideløbende med 02233.",Weizhi Meng,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02192
60,02193,Ethical Hacking,Etisk hacking,5,"Kandidat_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,"02239,02233,  /, , Kurset er et videregående kursus derforudsætter kendskab til både computer- ognetværkssikkerhed.",Christian D. Jensen,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02193
61,02203,Design of Digital Systems,Design af digitale systemer,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen, Elektroteknologi_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen, Kommunikationsteknologier og Systemdesign_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,"02139,02102,02131,02132, .,/,/, , Grundlæggende kendskab til   programmering og digitalelektronik herunder kendskab til VHDL   (eller et andet hardwarebeskrivende   sprog).",Jens Sparsø,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02203
62,02204,Design of Asynchronous Circuits,Design af asynkrone kredsløb,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,"02203,02139,  /, , God baggrund idigitalelektronik",Jens Sparsø,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02204
63,02205,VLSI Design,VLSI Design,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,"02138,02139, ., , Grundkursus om digitale   systemer",Alberto Nannarelli,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02205
64,02209,Test of Digital Systems,Test af digitale systemer,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,"02203,02155,02138,02205,  /, /, /, , Grundkursus i digitale systemereller design af VLSI kredsløb",Flemming Stassen,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02209
65,02211,Advanced Computer Architecture,Videregående computerarkitektur,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,"02155,  , Viden om grundlæggendeComputerarkitektur",Martin Schöberl,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02211
66,02217,Design of Arithmetic Processors,Design af aritmetiske processorer,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi",Campus Lyngby,,Alberto Nannarelli,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02217
67,02221,Foundations of Distributed Systems,Grundlæggende distribuerede systemer,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen, Autonome systemer_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik",Campus Lyngby,"02158, ",Nicola Dragoni,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02221
68,02223,Model-Based Systems Engineering,Modelbaseret Systems Engineering,"7,5","Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Autonome systemer_Generel retningskompetence, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen, Autonome systemer_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,", Studerende forventes at have indgående kendskab til etimperativt programmeringssprog (02161) og en basal viden omcomputer arkitekturer (02132 eller 02151)",Jan Madsen,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02223
69,02224,Modelling and Analysis of Real-Time Systems,Modellering og analyse af tidstro systemer,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi",Campus Lyngby,"02158,  , Kendskab til generelle principperfor parallelprogrammering: processer / tråde, synkronisering ogkommunikation. Generelt kendskab til datalogisk modellering ogspecifikt kendskab til modeller for parallelitet. Kendskab tiltemporal logik. Kendskab til basalsandsynlighedsregning.",Hans Henrik Løvengreen,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02224
70,02229,Systems Optimization,Systemoptimering,"7,5","Kandidat_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi",Campus Lyngby,"02101,02161,02160,02105, ((,.­,)/,).­, , Solid erfaring med imperative   programmingssprog. Kendskab til algoritmer og datastrukturer.   Grundlæggende kendskab til design og strukturering af   software.",Paul Sorin Teodor Pop,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02229
71,02232,Applied Cryptography,Anvendt Kryptografi,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen, Matematisk Modellering og Computing",Campus Lyngby,"02239,01410,  /, , Kurset forudsætter grundlæggendekendskab til datasikkerhed og/eller kryptologi, men kan følgessideløbende med 02239.",Christian Majenz,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02232
72,02233,Network Security,Netværkssikkerhed,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen, Kommunikationsteknologier og Systemdesign_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,"02239,  , Det forudsættes, at deltagere harkendskab til almindeligt forekommende protokoller til kommunikationi datanet og deres virkemåde.",Xenofon Fafoutis,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02233
73,02234,Current Topics in System Security,Aktuelle emner i systemsikkerhed,5,"Kandidat_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi",Campus Lyngby,"02232,02233, /, , Kurset er et videregående kursus,   der forudsætter kendskab til grundlæggende begreber i computer-   og netværkssikkerhed.",Nicola Dragoni,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02234
74,02238,Biometric Systems,Biometriske systemer,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen,Menneskeorienteret Kunstig Intelligens",Campus Lyngby,"02239,02502, ., , Kurset forudsætter et   grundliggende kendskab til datasikkerhed og studerende kan også   have glæde af at vide noget om   billedanalyse.",Christian D. Jensen,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02238
75,02239,Data Security,Datasikkerhed,"7,5","Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen Datadesign og Optimering_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,", Grundlæggende kurser i programmering, softwareudvikling ogsystemarkitektur (f.eks. svarende til 02101, 02161 og02159)",Christian D. Jensen,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02239
76,02242,Program Analysis,Programanalyse,"7,5","Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi",Campus Lyngby,"02141,  , De studerende forventes af havekendskab til regulære og kontekst-frie sprog såvel som semantik;denne baggrund kan opnås i kurset 02141. De studerende skalbeherske mindst et programmeringssprog og være i stand til atudnytte de relevante data strukturer.",Flemming Nielson,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02242
77,02244,Logic for Security,Logik for sikkerhed,"7,5","Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi",Campus Lyngby,", Generel viden om programmeringssprog (syntax ogsemantik).",Sebastian Alexander Mödersheim,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02244
78,02245,Program Verification,Programverifikation,"7,5","Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi",Campus Lyngby,"02156,02141, ., , Kendskab til førsteordenslogik og   (operationel) programsemantik er forventet. Den nødvendige viden   kan opnås i 02156 og 02141. Den studerende skal beherske mindst   ét objekt-orienteret eller funktionelt   programmeringssprog.",Christoph Matheja,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02245
79,02246,Model Checking,Model tjek,"7,5","Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Teknologisk specialisering, kandidatuddannelsen, Matematisk Modellering og Computing",Campus Lyngby,"02141,  , De studerende forventes at kende tilendelige automater og/eller transitionssystemer; denne baggrund kanfås i kursus 02141. De studerende forventes at have basal viden omsandsynlighedsteori. De studerende skal kunne udtrykke sig i etprogrammeringssprog.",Alberto Lluch Lafuente,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02246
80,02247,Compiler Construction,Oversætterkonstruktion,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Informationsteknologi_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Lyngby,"02141,  , De studerende forventes at kende tilendelige automater og kontekstfrie grammatiker. Denne baggrund kanopnås i kurset 02141. De studerende skal kunne udtrykke sigflydende i mindst et programmeringssprog.",Alceste Scalas,01Institut for Matematik og Computer Science,https://kurser.dtu.dk/course/02247
